,dataset_name,site_name,profile_name,lat,long,parent_material,slope,slope_shape,aspect,veg_note,country,state_province,mat,map,elevation,observation_date,soil_taxon,layer_name,layer_top,layer_bot,hzn,rc_year,X13c,X14c,X14c_sigma,bd_tot,bet_surface_area,ph_h2o,c_tot,n_tot,c_to_n,sand_tot_psa,silt_tot_psa,clay_tot_psa,cat_exch,fe_dith,fe_ox,fe_py,al_py,al_dith,al_ox,smect_vermic,doi_number,curator_name,curator_organization,curator_email,modification_date,contact_name,contact_email,contact_orcid_id,bibliographical.reference,metadata_note,datum,site_note,climate_cat,aspect_deg,drainage_class,depth_water,parent_chem,ecoregion,land_cover,s_soc,profile_note,profile_comp,veg_note_profile,2d_position,soil_series,bedrock_depth,thaw_depth_profile,p_soc,p_soc_sigma,p_soc_depth,layer_comp,layer_note,color,burn_ev,bd_samp,bd_notes,ph_cacl,ph_other,ph_other_method,inorgC,coarse_tot,coarse_size_thresh,texture_class,base_sum,cec_sum,Ca_exch,Na_exch,Mg_exch,K_exch,ecec,bs,soc,soc_sigma,oc,loi,X15n,rc_lab,rc_lab_number,fraction_modern,fraction_modern_sigma,mbc_method,raw_mbc,reported_mbc,p_ext,p_units,p_method,si_py,c_py,py_notes,si_ox,c_ox,ox_notes,fe_hy,al_hy,si_hy,c_hy,hy_notes,si_dith,dith_notes,quartz,alkali_feldspar,plag_feldspar,mica_chlorite,amphibole,pyroxine,olivine,volc_glass,kaol_halloy,gibbsite,fe_oxides,imog_alloph,ferrihydrite,calcite_dolomite,zeolite,fraction_name,f_scheme,f_property,f_scheme_units,f_lower,f_upper,f_agent,f_scheme_conc,f_seq,f_seq_order,f_comp,f_note,f_c_perc,f_mass_perc,f_c_tot,f_oc,f_n_tot,f_c_to_n,f_15n,f_13c,f_rc_lab,f_rc_lab_number,f_rc_year,f_14c,f_14c_sigma,f_fraction_modern,f_fraction_modern_sigma,f_quartz,f_alkali_feldspar,f_plag_feldspar,f_mica_chlorite,f_amphibole,f_pyroxine,f_olivine,f_volc_glass,f_kaol_halloy,f_smect_vermic,f_gibbsite,f_fe_oxides,f_imog_alloph,f_ferrihydrite,f_fe_ox,f_al_ox,f_si_ox,f_c_ox,f_ox_notes,f_fe_hy,f_al_hy,f_si_hy,f_c_hy,f_hy_notes,f_fe_dith,f_al_dith,f_si_dith,f_zeolite
1571,Yujie_non_peat_synthesis,"Kauai (4,100,000)","Kauai (4,100,000)_13",22.1394,-159.6392,NA,NA,NA,NA,tropical forest,US,Hawaii,14,2000,1134,1996,Ox,"Kauai (4,100,000)_13_16_11",11,16,Bhs,NA,NA,-726,NA,1.12,NA,NA,2.013722,0.01643329,122.5391872,4,79,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1572,Yujie_non_peat_synthesis,"Kauai (4,100,000)","Kauai (4,100,000)_13",22.1394,-159.6392,NA,NA,NA,NA,tropical forest,US,Hawaii,14,2000,1134,1996,Ox,"Kauai (4,100,000)_13_23_16",16,23,Bw1,NA,NA,-108,NA,0.91,NA,NA,3.263274,0.1240877,26.29812624,4,79,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1573,Yujie_non_peat_synthesis,"Kauai (4,100,000)","Kauai (4,100,000)_13",22.1394,-159.6392,NA,NA,NA,NA,tropical forest,US,Hawaii,14,2000,1134,1996,Ox,"Kauai (4,100,000)_13_7_0",0,7,Oe,NA,NA,191,NA,0.25,NA,NA,31.53778,1.549373,20.35518884,10,72,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1574,Yujie_non_peat_synthesis,"Kauai (4,100,000)","Kauai (4,100,000)_13",22.1394,-159.6392,NA,NA,NA,NA,tropical forest,US,Hawaii,14,2000,1134,1996,Ox,"Kauai (4,100,000)_13_89_72",72,89,Bg1,NA,NA,-790,NA,1.2,NA,NA,1.28,0.01,128,4,79,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1605,Yujie_non_peat_synthesis,"Kohala (150,000)","Kohala (150,000)_11",20.1307,-155.6956,volcanic tephra,NA,NA,NA,tropical forest,US,Hawaii,16,2500,1122,1996,And,"Kohala (150,000)_11_78_66",66,78,3Bw4,NA,NA,-902.49,NA,0.9,NA,NA,8.154002,0.1871065,43.57946945,6,51,43,33.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1606,Yujie_non_peat_synthesis,"Kohala (150,000)","Kohala (150,000)_11",20.1307,-155.6956,volcanic tephra,NA,NA,NA,tropical forest,US,Hawaii,16,2500,1122,1996,And,"Kohala (150,000)_11_89_78",78,89,4Ab,NA,NA,-917,NA,0.9,NA,NA,6.8437,0.1672265,40.92473382,6,51,43,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1607,Yujie_non_peat_synthesis,"Kohala (150,000)","Kohala (150,000)_11",20.1307,-155.6956,volcanic tephra,NA,NA,NA,tropical forest,US,Hawaii,16,2500,1122,1996,And,"Kohala (150,000)_11_66_48",48,66,3Bw3,NA,NA,-900,NA,0.6,NA,NA,9.444718,0.2188531,43.1555139,6,51,43,33.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1608,Yujie_non_peat_synthesis,"Kohala (150,000)","Kohala (150,000)_11",20.1307,-155.6956,volcanic tephra,NA,NA,NA,tropical forest,US,Hawaii,16,2500,1122,1996,And,"Kohala (150,000)_11_11_4",4,11,a1,NA,NA,-34,NA,0.37,NA,NA,15.03105,0.9255968,16.23930636,6,51,43,1.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1609,Yujie_non_peat_synthesis,"Kohala (150,000)","Kohala (150,000)_11",20.1307,-155.6956,volcanic tephra,NA,NA,NA,tropical forest,US,Hawaii,16,2500,1122,1996,And,"Kohala (150,000)_11_30_21",21,30,2Bw1,NA,NA,-385,NA,0.49,NA,NA,13.47262,0.4809326,28.01353038,6,51,43,7.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1610,Yujie_non_peat_synthesis,"Kohala (150,000)","Kohala (150,000)_11",20.1307,-155.6956,volcanic tephra,NA,NA,NA,tropical forest,US,Hawaii,16,2500,1122,1996,And,"Kohala (150,000)_11_21_11",11,21,a2,NA,NA,-178,NA,0.6,NA,NA,4.08844,0.2378494,17.18919619,6,51,43,1.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1611,Yujie_non_peat_synthesis,"Kohala (150,000)","Kohala (150,000)_11",20.1307,-155.6956,volcanic tephra,NA,NA,NA,tropical forest,US,Hawaii,16,2500,1122,1996,And,"Kohala (150,000)_11_4_0",0,4,Oe,NA,NA,202,NA,0.25,NA,NA,31.88122,1.988657,16.03153284,6,51,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1612,Yujie_non_peat_synthesis,"Kohala (150,000)","Kohala (150,000)_11",20.1307,-155.6956,volcanic tephra,NA,NA,NA,tropical forest,US,Hawaii,16,2500,1122,1996,And,"Kohala (150,000)_11_48_30",30,48,3Bw2,NA,NA,-824.76,NA,0.6,NA,NA,10.0331,0.2123132,47.25612915,6,51,43,30.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1613,Yujie_non_peat_synthesis,"Kohala (150,000)","Kohala (150,000)_11",20.1307,-155.6956,volcanic tephra,NA,NA,NA,tropical forest,US,Hawaii,16,2500,1122,1996,And,"Kohala (150,000)_11_98_89",89,98,4Cr1,NA,NA,-943,NA,1.1,NA,NA,7.543776,0.1714091,44.01035884,6,51,43,27.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1614,Yujie_non_peat_synthesis,Kohala-A,Kohala-A_15,20.1307,-155.6956,NA,NA,NA,NA,savannas,US,Hawaii,23,160,77,1996,And,Kohala-A_15_104_69,69,104,Bw3,NA,NA,-405.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1615,Yujie_non_peat_synthesis,Kohala-B,Kohala-B_16,20.1307,-155.6956,NA,NA,NA,NA,savannas,US,Hawaii,23,180,185,1996,Oll,Kohala-B_16_65_37,37,65,Bw2,NA,NA,-296.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1616,Yujie_non_peat_synthesis,Kohala-D,Kohala-D_17,20.1307,-155.6956,NA,NA,NA,NA,savannas,US,Hawaii,22,220,356,1996,And,Kohala-D_17_113_70,70,113,Cr1,NA,NA,-135.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1617,Yujie_non_peat_synthesis,Kohala-E,Kohala-E_18,20.1307,-155.6956,NA,NA,NA,NA,savannas,US,Hawaii,20,570,674,1996,And,Kohala-E_18_62_44,44,62,Bw3,NA,NA,-509.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1618,Yujie_non_peat_synthesis,Kohala-E,Kohala-E_18,20.1307,-155.6956,NA,NA,NA,NA,savannas,US,Hawaii,20,570,674,1996,And,Kohala-E_18_85_62,62,85,BC1,NA,NA,-573,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
